#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321ABEE3D
#Date Time: 2023-11-30 06:20:23.815
#Sample rate: 800Hz
#Samples: 21027
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-163.84,0.6438673900906651,-0.0002994102156702108
-163.83875,3.304890191505757,-0.0002994102156702108
-163.8375,3.304890191505757,-0.0006359147271907438
-163.83625,3.304890191505757,-0.0006359147271907438
-163.835,3.308617114196815,-0.000972419238711277
-163.83375,3.308617114196815,-0.000972419238711277
-163.8325,3.308617114196815,-0.000972419238711277
-163.83125,3.304890191505812,-0.000972419238711277
-163.83,3.304890191505757,-0.0006359147271956406
-163.82875,3.304890191505757,-0.0002994102156751076
-163.8275,3.304890191505757,3.709429585032226e-05
-163.82625,3.304890191505812,3.709429585521905e-05
-163.825,3.308617114196815,0.0003735988073708553
-163.82375,3.308617114196815,0.0003735988073708553
-163.8225,3.308617114196815,0.0003735988073708553
-163.82125,3.304890191505757,0.0003735988073708553
-163.82,3.304890191505757,3.709429585032226e-05
-163.81875,3.304890191505757,-0.0002994102156702108
-163.8175,3.304890191505757,-0.0006359147271907438
-163.81625,3.308617114196815,-0.0006359147271907438
-163.815,3.308617114196815,-0.000972419238711277
-163.81375,3.308617114196815,-0.000972419238711277
-163.8125,3.308617114196815,-0.000972419238711277
-163.81125,3.304890191505757,-0.000972419238711277
-163.81,3.304890191505757,-0.0006359147271907438
-163.80875,3.304890191505757,-0.0002994102156702108
-163.8075,3.304890191505757,3.709429585032226e-05
-163.80625,3.304890191505757,3.709429585032226e-05
-163.805,3.308617114196815,0.0003735988073708553
-163.80375,3.308617114196815,0.0003735988073708553
-163.8025,3.308617114196815,0.0003735988073708553
-163.80125,3.304890191505812,0.0003735988073708553
-163.8,3.304890191505757,3.709429585521906e-05
-163.79875,3.304890191505757,-0.000299410215665314
-163.7975,3.304890191505757,-0.000635914727185847
-163.79625,3.304890191505812,-0.0009724192387161738
-163.795,3.308617114196815,-0.001308923750226913
-163.79375,3.308617114196815,-0.000972419238711277
-163.7925,3.308617114196761,-0.000972419238711277
-163.79125,3.304890191505757,-0.000972419238711277
-163.79,3.304890191505757,-0.0006359147271907438
-163.78875,3.304890191505757,-0.0002994102156702108
-163.7875,3.304890191505757,3.709429585032226e-05
-163.78625,3.304890191505757,3.709429585032226e-05
-163.785,3.308617114196815,0.0003735988073708553
-163.78375,3.308617114196815,0.0003735988073708553
-163.7825,3.304890191505757,0.0003735988073708553
-163.78125,3.304890191505757,0.0007101033188913885
-163.78,3.304890191505757,3.709429585032226e-05
-163.77875,3.304890191505757,-0.0002994102156702108
-163.7775,3.304890191505757,-0.0006359147271907438
-163.77625,3.304890191505757,-0.0006359147271907438
-163.775,3.304890191505757,-0.000972419238711277
-163.77375,3.308617114196815,-0.0006359147271907438
-163.7725,3.308617114196815,-0.0006359147271907438
-163.77125,3.304890191505757,-0.000972419238711277
-163.77,3.304890191505757,-0.0006359147271956406
-163.76875,3.304890191505757,-0.0002994102156751076
-163.7675,3.304890191505757,3.709429584542546e-05
-163.76625,3.304890191505757,3.709429585032226e-05
-163.765,3.304890191505812,0.0003735988073708553
-163.76375,3.308617114196815,0.0003735988073708553
-163.7625,3.308617114196761,0.0003735988073708553
-163.76125,3.304890191505757,0.0003735988073659585
-163.76,3.304890191505757,3.709429585032226e-05
-163.75875,3.304890191505757,-0.0002994102156702108
-163.7575,3.304890191505757,-0.0006359147271907438
-163.75625,3.304890191505757,-0.0006359147271907438
-163.755,3.304890191505757,-0.000972419238711277
-163.75375,3.308617114196815,-0.000972419238711277
-163.7525,3.308617114196815,-0.000972419238711277
-163.75125,3.304890191505757,-0.000972419238711277
-163.75,3.304890191505757,-0.0002994102156702108
-163.74875,3.304890191505757,-0.0002994102156702108
-163.7475,3.304890191505757,3.709429585032226e-05
-163.74625,3.304890191505757,3.709429585032226e-05
-163.745,3.308617114196815,0.0003735988073708553
-163.74375,3.308617114196815,0.0003735988073708553
-163.7425,3.304890191505757,0.0003735988073708553
-163.74125,3.304890191505757,0.0007101033188913885
-163.74,3.304890191505757,3.709429585032226e-05
-163.73875,3.304890191505757,-0.000299410215665314
-163.7375,3.304890191505757,-0.000635914727185847
-163.73625,3.304890191505757,-0.0006359147271907438
-163.735,3.304890191505757,-0.0009724192387063802
-163.73375,3.308617114196815,-0.0006359147271907438
-163.7325,3.308617114196761,-0.0006359147271956406
-163.73125,3.304890191505757,-0.0009724192387014834
-163.73,3.304890191505757,-0.0002994102156702108
-163.72875,3.304890191505757,-0.0002994102156702108
-163.7275,3.304890191505757,3.709429585032226e-05
-163.72625,3.304890191505757,3.709429585032226e-05
-163.725,3.304890191505757,0.0003735988073708553
-163.72375,3.308617114196815,0.0003735988073708553
-163.7225,3.308617114196815,0.0007101033188913885
-163.72125,3.304890191505757,0.0007101033188913885
-163.72,3.304890191505757,3.709429585032226e-05
-163.71875,3.304890191505757,-0.0002994102156702108
-163.7175,3.304890191505757,-0.0006359147271907438
-163.71625,3.304890191505757,-0.0006359147271907438
-163.715,3.304890191505757,-0.000972419238711277
-163.71375,3.308617114196815,-0.0006359147271907438
-163.7125,3.308617114196815,-0.0006359147271907438
-163.71125,3.304890191505757,-0.000972419238711277
